"Sentence ID","Sentence","Sentiment","Sentiment Label","Arousal","Dominance","# Words Found","Found Words","All Words"
38,"""Economy slows down amid power shortage and supply chain disruptions.""",4.35142857142857,"neutral",4.30714285714286,4.63,"7 out of 8","['economy', 'slow', 'power', 'shortage', 'supply', 'chain', 'disruption']","['economy', 'slow', 'amid', 'power', 'shortage', 'supply', 'chain', 'disruption']"
39,"""Corporate Tax Evasion Exposes Flaws in Global Economic Systems.""",4.45875,"neutral",4.3075,4.55375,"8 out of 8","['corporate', 'tax', 'evasion', 'expose', 'flaw', 'global', 'economic', 'system']","['corporate', 'tax', 'evasion', 'expose', 'flaw', 'global', 'economic', 'system']"
40,"""The government's failure to address climate change threatens the economy and environment.""",4.48375,"neutral",4.3275,4.365,"8 out of 8","['government', 'failure', 'address', 'climate', 'change', 'threaten', 'economy', 'environment']","['government', 'failure', 'address', 'climate', 'change', 'threaten', 'economy', 'environment']"
41,"""Economic Recovery Hindered by Political Turmoil and Corruption.""",4.405,"neutral",4.32833333333333,4.50166666666667,"6 out of 6","['economic', 'recovery', 'hinder', 'political', 'turmoil', 'corruption']","['economic', 'recovery', 'hinder', 'political', 'turmoil', 'corruption']"
42,"""Gross Domestic Product (GDP) Plummets Amidst Trade Uncertainty.""",4.485,"neutral",4.335,5.075,"6 out of 8","['gross', 'domestic', 'product', 'plummet', 'trade', 'uncertainty']","['gross', 'domestic', 'product', 'gdp', 'plummet', 'amidst', 'trade', 'uncertainty']"
43,"""Companies accused of price gouging during times of crisis.""",4.182,"neutral",4.342,4.348,"5 out of 6","['company', 'accuse', 'price', 'time', 'crisis']","['company', 'accuse', 'price', 'gouging', 'time', 'crisis']"
44,"""Bankruptcy filing leaves creditors and customers in limbo.""",4.3975,"neutral",4.3425,4.7475,"4 out of 6","['bankruptcy', 'leave', 'customer', 'limbo']","['bankruptcy', 'filing', 'leave', 'creditor', 'customer', 'limbo']"
45,"""Federal Reserve criticized for failing to address income inequality.""",4.385,"neutral",4.375,4.835,"6 out of 7","['federal', 'reserve', 'criticize', 'fail', 'address', 'income']","['federal', 'reserve', 'criticize', 'fail', 'address', 'income', 'inequality']"
46,"""Rising unemployment due to government bureaucracy and economic downturn.""",4.185,"neutral",4.39666666666667,4.12,"6 out of 7","['rise', 'unemployment', 'due', 'government', 'bureaucracy', 'economic']","['rise', 'unemployment', 'due', 'government', 'bureaucracy', 'economic', 'downturn']"
47,"""Corruption allegations implicate high-ranking government officials.""",4.49428571428571,"neutral",4.40857142857143,4.64285714285714,"7 out of 7","['corruption', 'allegation', 'implicate', 'high', 'ranking', 'government', 'official']","['corruption', 'allegation', 'implicate', 'high', 'ranking', 'government', 'official']"
48,"""Inflation and Allergies Drive Up Healthcare Costs.""",4.236,"neutral",4.41,4.168,"5 out of 5","['inflation', 'allergy', 'drive', 'healthcare', 'cost']","['inflation', 'allergy', 'drive', 'healthcare', 'cost']"
49,"""Small business owners struggle to stay afloat amidst crippling debt and economic recession.""",4.477,"neutral",4.415,4.447,"10 out of 11","['small', 'business', 'owner', 'struggle', 'stay', 'afloat', 'crippling', 'debt', 'economic', 'recession']","['small', 'business', 'owner', 'struggle', 'stay', 'afloat', 'amidst', 'crippling', 'debt', 'economic', 'recession']"
50,"""Economic Misery Fuels Surge in Opioid Addiction.""",3.984,"negative",4.42,4.796,"5 out of 6","['economic', 'misery', 'fuel', 'surge', 'addiction']","['economic', 'misery', 'fuel', 'surge', 'opioid', 'addiction']"
51,"""Federal Reserve weighs options to combat inflation.""",4.29166666666667,"neutral",4.42166666666667,4.61333333333333,"6 out of 6","['federal', 'reserve', 'weigh', 'option', 'combat', 'inflation']","['federal', 'reserve', 'weigh', 'option', 'combat', 'inflation']"
52,"""The Cost of Healthcare: A Burden on Individuals and the Economy.""",4.346,"neutral",4.442,4.366,"5 out of 5","['cost', 'healthcare', 'burden', 'individual', 'economy']","['cost', 'healthcare', 'burden', 'individual', 'economy']"
53,"""Tariffs and Trade Wars Escalate Aggression Amongst Nations.""",4.274,"neutral",5.488,4.832,"5 out of 7","['trade', 'war', 'escalate', 'aggression', 'nation']","['tariff', 'trade', 'war', 'escalate', 'aggression', 'amongst', 'nation']"
54,"""Economic Collapse Worsens Climate Crisis and Environmental Disaster.""",3.92166666666667,"negative",5.4,4.06166666666667,"6 out of 7","['economic', 'collapse', 'climate', 'crisis', 'environmental', 'disaster']","['economic', 'collapse', 'worsen', 'climate', 'crisis', 'environmental', 'disaster']"
55,"""Escalating Trade War Sparks Fear of Global Recession.""",4.20285714285714,"neutral",5.33428571428571,4.39428571428571,"7 out of 7","['escalate', 'trade', 'war', 'spark', 'fear', 'global', 'recession']","['escalate', 'trade', 'war', 'spark', 'fear', 'global', 'recession']"
56,"""Catastrophic Cyber Attack Wreaks Havoc on Financial System.""",3.65,"negative",5.33166666666667,4.10666666666667,"6 out of 7","['catastrophic', 'attack', 'wreak', 'havoc', 'financial', 'system']","['catastrophic', 'cyber', 'attack', 'wreak', 'havoc', 'financial', 'system']"
57,"""Cyber attack on financial institutions sparks fears of identity theft.""",4.06,"neutral",5.31857142857143,4.48714285714286,"7 out of 8","['attack', 'financial', 'institution', 'spark', 'fear', 'identity', 'theft']","['cyber', 'attack', 'financial', 'institution', 'spark', 'fear', 'identity', 'theft']"
58,"""Escalating Trade War Triggers Wave of Corporate Bankruptcies.""",4.39714285714286,"neutral",5.30571428571429,4.84,"7 out of 7","['escalate', 'trade', 'war', 'trigger', 'wave', 'corporate', 'bankruptcy']","['escalate', 'trade', 'war', 'trigger', 'wave', 'corporate', 'bankruptcy']"
59,"""Financial Disaster Pushes Millions into Extreme Poverty and Hunger.""",4.35714285714286,"neutral",5.28,4.27,"7 out of 7","['financial', 'disaster', 'push', 'million', 'extreme', 'poverty', 'hunger']","['financial', 'disaster', 'push', 'million', 'extreme', 'poverty', 'hunger']"
60,"""Failing Banks Trigger Financial Panic and Social Unrest.""",4.20714285714286,"neutral",5.22285714285714,4.42428571428571,"7 out of 7","['fail', 'bank', 'trigger', 'financial', 'panic', 'social', 'unrest']","['fail', 'bank', 'trigger', 'financial', 'panic', 'social', 'unrest']"
61,"""Financial Scandal Triggers Widespread Outrage and Protest.""",4.33,"neutral",5.13166666666667,4.585,"6 out of 6","['financial', 'scandal', 'trigger', 'widespread', 'outrage', 'protest']","['financial', 'scandal', 'trigger', 'widespread', 'outrage', 'protest']"
62,"""Economic Recession Sparks Surge in Bankruptcies and Foreclosures.""",3.85,"negative",5.11,4.07,"6 out of 6","['economic', 'recession', 'spark', 'surge', 'bankruptcy', 'foreclosure']","['economic', 'recession', 'spark', 'surge', 'bankruptcy', 'foreclosure']"
63,"""Government corruption scandal exposes crony capitalism.""",3.634,"negative",5.106,4.106,"5 out of 6","['government', 'corruption', 'scandal', 'expose', 'capitalism']","['government', 'corruption', 'scandal', 'expose', 'crony', 'capitalism']"
64,"""Multinational corporation accused of sweatshop labor.""",3.814,"negative",5.034,4.52,"5 out of 5","['multinational', 'corporation', 'accuse', 'sweatshop', 'labor']","['multinational', 'corporation', 'accuse', 'sweatshop', 'labor']"
65,"""Disasters like hurricanes and wildfires cause financial losses and property abuse.""",3.95333333333333,"negative",5.17666666666667,4.39222222222222,"9 out of 9","['disaster', 'like', 'hurricane', 'wildfire', 'cause', 'financial', 'loss', 'property', 'abuse']","['disaster', 'like', 'hurricane', 'wildfire', 'cause', 'financial', 'loss', 'property', 'abuse']"
66,"""The opioid epidemic has dangerous social and financial consequences.""",3.864,"negative",5.402,3.96,"5 out of 6","['epidemic', 'dangerous', 'social', 'financial', 'consequence']","['opioid', 'epidemic', 'dangerous', 'social', 'financial', 'consequence']"
67,"""Trade dispute threatens to escalate into a dangerous financial war.""",3.52,"negative",5.56142857142857,4.22571428571429,"7 out of 7","['trade', 'dispute', 'threaten', 'escalate', 'dangerous', 'financial', 'war']","['trade', 'dispute', 'threaten', 'escalate', 'dangerous', 'financial', 'war']"
68,"""Financial Despair Triggers Rise in Terrorism and Crime.""",3.79,"negative",5.57333333333333,4.55,"6 out of 6","['financial', 'despair', 'trigger', 'rise', 'terrorism', 'crime']","['financial', 'despair', 'trigger', 'rise', 'terrorism', 'crime']"
69,"""Corporate greed leads to environmental devastation and destruction.""",3.98,"negative",5.04833333333333,4.47,"6 out of 6","['corporate', 'greed', 'lead', 'environmental', 'devastation', 'destruction']","['corporate', 'greed', 'lead', 'environmental', 'devastation', 'destruction']"
70,"""The rise of technological improvements leads to fears of unemployment.""",4.72833333333333,"neutral",5.08166666666667,5.25,"6 out of 6","['rise', 'technological', 'improvement', 'lead', 'fear', 'unemployment']","['rise', 'technological', 'improvement', 'lead', 'fear', 'unemployment']"
71,"""Toxic Pollution crisis hits food industry, prices increase.""",4.2225,"neutral",4.95625,4.83,"8 out of 8","['toxic', 'pollution', 'crisis', 'hit', 'food', 'industry', 'price', 'increase']","['toxic', 'pollution', 'crisis', 'hit', 'food', 'industry', 'price', 'increase']"
72,"""Financial bailout fails to save declining industry from inevitable destructive collapse.""",4.17875,"neutral",4.91375,4.5,"8 out of 9","['financial', 'fail', 'save', 'decline', 'industry', 'inevitable', 'destructive', 'collapse']","['financial', 'bailout', 'fail', 'save', 'decline', 'industry', 'inevitable', 'destructive', 'collapse']"
73,"""Food Insecurity Worsens as Financial Crisis Aggravates.""",3.872,"negative",5.248,4.616,"5 out of 6","['food', 'insecurity', 'financial', 'crisis', 'aggravate']","['food', 'insecurity', 'worsen', 'financial', 'crisis', 'aggravate']"
74,"""Stocks plummet amid fear of impending recession with alarming prices.""",3.92,"negative",4.88,3.81833333333333,"6 out of 8","['stock', 'plummet', 'fear', 'recession', 'alarming', 'price']","['stock', 'plummet', 'amid', 'fear', 'impend', 'recession', 'alarming', 'price']"
75,"""Neglected Infrastructure Fails to Attract Foreign Money Investment.""",4.73,"neutral",5.25,5.09428571428571,"7 out of 7","['neglect', 'infrastructure', 'fail', 'attract', 'foreign', 'money', 'investment']","['neglect', 'infrastructure', 'fail', 'attract', 'foreign', 'money', 'investment']"
76,"""Extensive Bank Failures Triggers a Dangerous Financial Chaos.""",4.06,"neutral",5.35142857142857,4.49857142857143,"7 out of 7","['extensive', 'bank', 'failure', 'trigger', 'dangerous', 'financial', 'chaos']","['extensive', 'bank', 'failure', 'trigger', 'dangerous', 'financial', 'chaos']"
77,"""Inflation spikes following tornados in Mid-West, aggravates poverty.""",3.35666666666667,"negative",5.37666666666667,4.185,"6 out of 6","['inflation', 'spike', 'follow', 'tornado', 'aggravate', 'poverty']","['inflation', 'spike', 'follow', 'tornado', 'aggravate', 'poverty']"
78,"""Extreme unemployment rates linger to plague economy.""",4.02166666666667,"neutral",5.33,4.39,"6 out of 6","['extreme', 'unemployment', 'rate', 'linger', 'plague', 'economy']","['extreme', 'unemployment', 'rate', 'linger', 'plague', 'economy']"
79,"""Tech Industries Accused of Abuse and Hostility: Justice wanted.""",4.4,"neutral",5.33,4.78571428571429,"7 out of 7","['tech', 'industry', 'accuse', 'abuse', 'hostility', 'justice', 'want']","['tech', 'industry', 'accuse', 'abuse', 'hostility', 'justice', 'want']"
80,"""Financial Collapse Spurs Rise in Homelessness Crisis and Crime.""",3.85,"negative",5.40666666666667,4.71666666666667,"6 out of 7","['financial', 'collapse', 'spur', 'rise', 'crisis', 'crime']","['financial', 'collapse', 'spur', 'rise', 'homelessness', 'crisis', 'crime']"
81,"""Market Plummets Amidst Fears of Approaching Catastrophe.""",4.248,"neutral",4.97,4.186,"5 out of 6","['market', 'plummet', 'fear', 'approach', 'catastrophe']","['market', 'plummet', 'amidst', 'fear', 'approach', 'catastrophe']"
82,"""Market in chaos following corporate scandal allegations.""",4.27666666666667,"neutral",4.98333333333333,4.46333333333333,"6 out of 6","['market', 'chaos', 'follow', 'corporate', 'scandal', 'allegation']","['market', 'chaos', 'follow', 'corporate', 'scandal', 'allegation']"
83,"""Unemployment spikes after bankruptcies: Financial Collapse.""",3.488,"negative",5.404,4.048,"5 out of 5","['unemployment', 'spike', 'bankruptcy', 'financial', 'collapse']","['unemployment', 'spike', 'bankruptcy', 'financial', 'collapse']"
84,"""Cybersecurity Threats Dominate Financial Industry.""",4.275,"neutral",5.4425,4.6525,"4 out of 5","['threat', 'dominate', 'financial', 'industry']","['cybersecurity', 'threat', 'dominate', 'financial', 'industry']"
85,"""Market Crash Triggers Panic and Depression: Crime spikes.""",3.59142857142857,"negative",5.22571428571429,4.15,"7 out of 7","['market', 'crash', 'trigger', 'panic', 'depression', 'crime', 'spike']","['market', 'crash', 'trigger', 'panic', 'depression', 'crime', 'spike']"
86,"""US faces criticism over its emergency response to the refugee crisis.""",4.26666666666667,"neutral",5.185,4.42166666666667,"6 out of 7","['face', 'criticism', 'emergency', 'response', 'refugee', 'crisis']","['us', 'face', 'criticism', 'emergency', 'response', 'refugee', 'crisis']"
87,"""The Rent Crisis: Skyrocketing Rents Leave Many Homeless and in Agonizing Hunger.""",3.37714285714286,"negative",5.02285714285714,4.51428571428571,"7 out of 9","['rent', 'crisis', 'rent', 'leave', 'homeless', 'agonizing', 'hunger']","['rent', 'crisis', 'skyrocket', 'rent', 'leave', 'many', 'homeless', 'agonizing', 'hunger']"
88,"""Financial Misery Spurs Increase in Violent Crime and Assaults.""",3.48,"negative",5.38428571428571,4.38,"7 out of 7","['financial', 'misery', 'spur', 'increase', 'violent', 'crime', 'assault']","['financial', 'misery', 'spur', 'increase', 'violent', 'crime', 'assault']"
89,"""Inflation Crisis Aggrevates leading to Overprice Food and infuriating desperation.""",3.87,"negative",5.27166666666667,4.59166666666667,"6 out of 8","['inflation', 'crisis', 'lead', 'food', 'infuriating', 'desperation']","['inflation', 'crisis', 'aggrevates', 'lead', 'overprice', 'food', 'infuriating', 'desperation']"
90,"""Severe measures deployed for national debt crisis.""",3.70333333333333,"negative",5.07,4.745,"6 out of 6","['severe', 'measure', 'deploy', 'national', 'debt', 'crisis']","['severe', 'measure', 'deploy', 'national', 'debt', 'crisis']"
91,"""Corporations accused of exploitation abroad: Humanity Crisis.""",3.644,"negative",5.358,4.638,"5 out of 6","['corporation', 'accuse', 'exploitation', 'humanity', 'crisis']","['corporation', 'accuse', 'exploitation', 'abroad', 'humanity', 'crisis']"
92,"""Financial Depression Sparks a Surge in Suicides and Psychological Crises.""",3.84142857142857,"negative",5.44428571428571,4.61142857142857,"7 out of 7","['financial', 'depression', 'spark', 'surge', 'suicide', 'psychological', 'crisis']","['financial', 'depression', 'spark', 'surge', 'suicide', 'psychological', 'crisis']"
93,"""Industy devastated by financial disasters, resulting in layoffs and exploitation.""",3.9275,"negative",5.285,4.73,"4 out of 7","['financial', 'disaster', 'result', 'exploitation']","['industy', 'devastate', 'financial', 'disaster', 'result', 'layoff', 'exploitation']"
94,"""Conflict and Agonizing Political Instability Hurt Developing Economies.""",3.56714285714286,"negative",5.07857142857143,4.3,"7 out of 7","['conflict', 'agonizing', 'political', 'instability', 'hurt', 'develop', 'economy']","['conflict', 'agonizing', 'political', 'instability', 'hurt', 'develop', 'economy']"
95,"""Trade War Sparks Financial Apocalypse as Many Go Bankrupt.""",4.42285714285714,"neutral",5.21285714285714,4.37714285714286,"7 out of 8","['trade', 'war', 'spark', 'financial', 'apocalypse', 'go', 'bankrupt']","['trade', 'war', 'spark', 'financial', 'apocalypse', 'many', 'go', 'bankrupt']"
96,"""Political Turmoil and Financial Collapse Lead to Horrible Crisis.""",3.75857142857143,"negative",5.26,4.40428571428572,"7 out of 7","['political', 'turmoil', 'financial', 'collapse', 'lead', 'horrible', 'crisis']","['political', 'turmoil', 'financial', 'collapse', 'lead', 'horrible', 'crisis']"
97,"""E-commerce giant accused of labor abuse: Where is Justice?""",4.232,"neutral",5.452,5.06,"5 out of 5","['giant', 'accuse', 'labor', 'abuse', 'justice']","['giant', 'accuse', 'labor', 'abuse', 'justice']"
98,"""Environmental improvements criticized for harming financial growth.""",4.55833333333333,"neutral",5.27833333333333,5.29833333333333,"6 out of 6","['environmental', 'improvement', 'criticize', 'harm', 'financial', 'growth']","['environmental', 'improvement', 'criticize', 'harm', 'financial', 'growth']"
99,"""Recession provokes a spike in depression and suicide rates.""",3.31833333333333,"negative",5.39166666666667,4.365,"6 out of 6","['recession', 'provoke', 'spike', 'depression', 'suicide', 'rate']","['recession', 'provoke', 'spike', 'depression', 'suicide', 'rate']"
100,"""Opioid epidemic and addiction crisis is fatal for the economy.""",2.652,"negative",5.812,3.578,"5 out of 6","['epidemic', 'addiction', 'crisis', 'fatal', 'economy']","['opioid', 'epidemic', 'addiction', 'crisis', 'fatal', 'economy']"
101,"""CEO faces allegations of fraud and bribery, causing a panicky outrage.""",3.88714285714286,"negative",5.38857142857143,4.52,"7 out of 8","['face', 'allegation', 'fraud', 'bribery', 'cause', 'panicky', 'outrage']","['ceo', 'face', 'allegation', 'fraud', 'bribery', 'cause', 'panicky', 'outrage']"
102,"""Alarming Heat Waves Threatens to Disrupt US Economy.""",4.055,"neutral",5.44666666666667,4.58166666666667,"6 out of 7","['alarming', 'heat', 'wave', 'threaten', 'disrupt', 'economy']","['alarming', 'heat', 'wave', 'threaten', 'disrupt', 'us', 'economy']"
103,"""Capitalism Under Fire as Allegations of Bribery Spike.""",3.804,"negative",5.548,4.752,"5 out of 5","['capitalism', 'fire', 'allegation', 'bribery', 'spike']","['capitalism', 'fire', 'allegation', 'bribery', 'spike']"
