"key","headline","doc_id","lexi_negative","lexi_positive","lexi_neg_positive","lexi_neg_negative","net_lexi_tone","anew_valence","anew_valence_label","anew_arousal","anew_dominance","num_words_ex_stopwords","num_words_inc_stopwords","flesch_score"
32,"Free grocery store opens in Texas school district with high number of economically disadvantaged students.","text32",1,2,0,0,0.0666666666666667,6.11444444444444,"positive",4.01555555555556,5.95777777777778,"9 ",15,47.79
33,"Funding And Childcare Gaps Keep Women-Led Businesses From Growing.","text33",0,0,0,0,0,5.87,"neutral",3.57714285714286,5.30714285714286,"7 ",9,45.42
34,"Georgia House wants more state money for public health.","text34",0,0,0,0,0,6.36666666666667,"positive",4.37,5.785,"6 ",9,87.72
35,"Global equity funds continue to see money inflows on growth hopes.","text35",0,1,0,0,0.0909090909090909,6.24875,"positive",4.5125,5.9725,"8 ",11,60.31
36,"Global Study People Trust Robots More Than Themselves with Money.","text36",0,1,0,0,0.1,6.26166666666667,"positive",4.26833333333333,5.65166666666667,"6 ",10,69.79
37,"Google Pay launches international money transfers with Wise and Western Union.","text37",0,1,0,0,0.0909090909090909,6.16125,"positive",4.565,6.0075,"8 ",11,51.85
38,"He knows how to make money Here are 3  stocks for your retirement portfolio.","text38",0,0,0,0,0,6.34333333333333,"positive",4.12,5.64666666666667,"6 ",14,74.19
39,"Help My Stepdad Has Become Obsessed With  Saving My Soul.","text39",0,1,0,0,0.1,6.4,"positive",4.22,6.346,"5 ",10,78.25
40,"Here are 3 ways to become a millionaire making money in your sleep.","text40",0,0,0,0,0,6.66,"positive",4.43333333333333,5.76333333333333,"6 ",13,75.2
41,"Home solar is growing  but big installers are still losing money.","text41",1,0,0,0,-0.0909090909090909,6.015,"positive",4.47833333333333,5.7,"6 ",11,68.77
42,"How long you live may depend on how much money you make (Opinion).","text42",1,0,0,0,-0.0769230769230769,6.345,"positive",4.56833333333333,6.245,"6 ",13,92.12
43,"How much money Buc-ee s owner has donated to Texas Republicans.","text43",0,0,0,0,0,6.11,"positive",4.4825,6.255,"4 ",11,60.31
44,"How Often Can You Refinance a Home Loan More Than You Might Think.","text44",0,0,0,0,0,6.11666666666667,"positive",3.61,5.68,"3 ",13,92.12
45,"How saving $737 a month could make you a millionaire.","text45",0,0,0,0,0,6.6125,"positive",4.5175,5.835,"4 ",10,86.71
46,"How to invest in the stock market to make money.","text46",0,0,0,0,0,6.212,"positive",4.306,5.774,"5 ",10,86.71
47,"IMF praises progress in Sudan  calls for further economic reform.","text47",0,2,0,0,0.2,6.112,"positive",4.192,5.702,"5 ",10,61.33
48,"Intel CEO aims to build chip plants with money raised from Mobileye IPO.","text48",0,0,0,0,0,6.66166666666667,"positive",4.33833333333333,5.965,"6 ",13,83.66
49,"Is California An Economic Paradise? Leading Economist Thinks So.","text49",0,1,0,0,0.111111111111111,6.085,"positive",4.035,5.9575,"4 ",9,28.5
50,"Analyst Economy Is Better Thanks To  Dunkirk -Like Rescue By Fed  Congress.","text50",0,3,0,0,0.25,5.73333333333333,"neutral",4.27,5.22333333333333,"6 ",12,59.3
51,"LoanSnap Secures $30 Million in Series B Financing.","text51",0,1,0,0,0.125,6.62,"positive",4.2,6.29,"3 ",8,63.36
52,"Meet the women over 50 who are creating new ways to make and move money.","text52",0,1,0,0,0.0666666666666667,6.59625,"positive",4.5725,5.81625,"8 ",15,81.63
53,"Victim s Families Ask Black Lives Matter Where Money Went.","text53",1,0,0,0,-0.1,5.82125,"neutral",4.7675,5.5225,"8 ",10,69.79
54,"Michigan finds new economic development chief in New Orleans.","text54",0,0,0,0,0,6.33166666666667,"positive",4.15,5.41,"6 ",9,45.42
55,"Markets fret Fed rate hikes  tapering are coming closer.","text55",1,0,0,0,-0.111111111111111,5.815,"neutral",4.34166666666667,5.57166666666667,"6 ",9,62.34
56,"Money markets ramp up bets on US interest rate hikes by 2023.","text56",0,0,0,0,0,6.03285714285714,"positive",4.58714285714286,5.74142857142857,"7 ",12,84.68
57,"The couple who used lessons from 2008 to navigate 2020.","text57",0,0,0,0,0,5.7275,"neutral",4.28,5.7775,"4 ",10,86.71
58,"MoneyLion Raises Annual Revenue Guidance.","text58",0,0,0,0,0,6.34,"positive",4.16,5.53,"4 ",5,15.64
59,"MoneyShow s Accredited Investors Expo to Provide Attendees with Key Insights on Building a More Diversified Portfolio.","text59",0,1,0,0,0.0588235294117647,6.23,"positive",3.88285714285714,5.95714285714286,"7 ",17,28.84
60,"Monolith Receives Conditional Approval for a One Billion-Dollar US Department of Energy Loan.","text60",0,1,0,0,0.0769230769230769,6.20333333333333,"positive",4.12444444444444,5.55555555555556,"9 ",13,24.44
61,"MRED partners with TrustFunds to provide easier earnest money management.","text61",0,4,0,0,0.4,6.346,"positive",4.474,5.93,"5 ",10,44.41
62,"MX Announces Keynote Money Experience Summit 2021 at Utah s Snowbird Mountain Resort.","text62",0,0,0,0,0,6.44142857142857,"positive",4.27857142857143,5.9,"7 ",13,41.36
63,"My Aunt Has Been Spending My Grandmother s Savings on Psychics.","text63",0,0,0,0,0,6.44,"positive",3.9125,5.4775,"4 ",11,68.77
64,"My Mother s Husband Squandered His Retirement Money Guess Who s Expected To Fix It.","text64",1,0,0,0,-0.0666666666666667,6.17875,"positive",4.54125,5.63625,"8 ",15,64.71
65,"New to the stock market Here s what you need to know to make money from your investment.","text65",0,0,0,0,0,6.24875,"positive",4.295,5.5225,"8 ",18,87.05
66,"New Usage-Based Insurance and Driving Score Help Hyundai Customers Save Money.","text66",0,1,0,0,0.0909090909090909,6.239,"positive",4.425,6.217,"10",11,60.31
67,"New York Life s Impact Investment Initiative Commits $50 Million to Enterprise Community Loan Fund.","text67",0,0,0,0,0,6.19727272727273,"positive",4.54272727272727,5.75,"11",15,39.33
68,"NIPSCO Advances Its Cost-Saving Electric Generation Transition Plan With Completion Of First Two Renewable Projects.","text68",0,1,0,0,0.0666666666666667,6.11272727272727,"positive",4.26909090909091,5.84727272727273,"11",15,30.87
69,"Nordic economic recovery on track as consumers ready to  splash the cash  Reuters poll.","text69",0,3,0,0,0.214285714285714,6.07125,"positive",4.34375,5.505,"8 ",14,74.19
70,"Northern Trust Chief Economist Named Most Accurate Forecaster.","text70",0,2,0,0,0.25,6.352,"positive",3.622,5.706,"5 ",8,37.98
71,"Pacific Private Money Group Announces Launch of Family of Funds.","text71",0,0,0,0,0,6.29142857142857,"positive",4.53714285714286,5.61428571428572,"7 ",10,52.87
72,"Pot is legal in NY state  and the economic opportunities are sky high.","text72",0,1,0,0,0.0769230769230769,6.01,"positive",3.8,5.86,"7 ",13,66.74
73,"Promise of cheap money keeps stocks buoyant.","text73",0,2,0,0,0.285714285714286,6.16,"positive",4.432,5.802,"5 ",7,81.29
74,"Rebuild Illinois money to help fund development projects in Alsip  Calumet Park.","text74",0,1,0,0,0.0833333333333333,6.31857142857143,"positive",4.52142857142857,6.34571428571429,"7 ",12,59.3
75,"Saving For A Home-Downpayment Now Takes Even Longer Thank The Fed.","text75",0,1,0,0,0.0909090909090909,6.8325,"positive",4.0625,6.2075,"4 ",11,77.23
76,"3 Crypto Questions  and Improving Credit to Buy a House.","text76",0,2,0,0,0.2,6.302,"positive",4.18,6.022,"5 ",10,69.79
77,"5 Financial Tasks for Fall  and Kid Debit Cards.","text77",0,0,0,0,0,5.534,"neutral",4,4.944,"5 ",9,87.72
78,"Countering Uncertainty  and Building Wealth Early.","text78",1,1,0,0,0,5.33,"neutral",4.0825,5.4475,"4 ",6,14.63
79,"Social Security benefits get a huge bump But retirees need to do more to protect savings.","text79",0,2,0,0,0.125,6.0625,"positive",4.11375,5.5225,"8 ",16,55.24
80,"Sterling National Bank Partners with Goalsetter to Bring Savings Accounts to One Million.","text80",0,1,0,0,0.0769230769230769,6.16625,"positive",4.095,5.65125,"8 ",13,58.28
81,"Stock Market Newbies  This Guide Is For You.","text81",0,0,0,0,0,5.71333333333333,"neutral",3.46,5.38,"3 ",8,88.74
82,"Stocks gain on optimism over economic recovery.","text82",0,2,0,0,0.285714285714286,6.028,"positive",4.104,5.784,"5 ",7,38.99
83,"The best and worst places to live if you only care about money.","text83",1,2,0,0,0.0769230769230769,7.1375,"positive",4.44,6.4775,"4 ",13,92.12
84,"TPG and Alphabet s CapitalG Join the MX Board of Directors to Accelerate the Future of Money Experience.","text84",0,1,0,0,0.0555555555555556,6.10375,"positive",4.5325,5.99125,"8 ",18,36.28
85,"UNLOCKDBOX Launches a New Way for Southern California Real Estate Agents to Network and Make More Money.","text85",0,0,0,0,0,6.187,"positive",4.228,5.693,"10",17,45.76
86,"US money market funds see biggest weekly inflow in 13 months.","text86",0,0,0,0,0,6.22333333333333,"positive",4.23333333333333,5.87166666666667,"6 ",11,68.77
87,"US readies $40 billion in loans to boost clean energy - official.","text87",0,1,0,0,0.0909090909090909,6.27142857142857,"positive",4.45714285714286,5.81,"7 ",11,68.77
88,"Visa Introduces Crypto Advisory Services to Help Partners Navigate a New Era of Money Movement.","text88",0,2,0,0,0.133333333333333,6.29,"positive",4.33363636363636,5.71181818181818,"11",15,39.33
89,"What Is a Micromortgage The Loan That Can Help You Buy a Home With Zero Down Payment.","text89",0,1,0,0,0.0588235294117647,6.12,"positive",4.02,5.88,"5 ",17,79.6
90,"What Keynes can teach about economic forecasting  The Indicator from Planet Money.","text90",0,0,0,0,0,6.2,"positive",4.232,5.492,"5 ",12,42.38
91,"What s keeping America s top economists up at night.","text91",0,1,0,0,0.1,6.33333333333333,"positive",3.77666666666667,5.72666666666667,"3 ",10,69.79
92,"1847 Interview to Air on Bloomberg Television US on the RedChip Money Report.","text92",0,0,0,0,0,6.088,"positive",4.816,6.006,"5 ",13,66.74
93,"2021 Mercedes-Benz S-Class First Drive Review Old-Money Weekend  New-Tech Sedan.","text93",0,0,0,0,0,6.061,"positive",4.707,5.775,"10",10,69.79
94,"5 big money risks in retirement you should know and prepare for now.","text94",1,0,0,0,-0.0769230769230769,6.10833333333333,"positive",4.85,5.74666666666667,"6 ",13,83.66
95,"5 Signs You Are Ready To Be a Homeowner (That Have Nothing To Do With Money).","text95",0,1,0,0,0.0625,6.4775,"positive",4.65,6.145,"4 ",16,80.62
96,"8 Tips That Will Help You Save Money On A Mortgage.","text96",0,1,0,0,0.0909090909090909,6.306,"positive",4.85,5.826,"5 ",11,94.15
97,"Albuquerque Economic Development New Mexico is Home to Some of the Lowest Renewable Energy.","text97",0,0,0,0,0,6.482,"positive",4.604,5.882,"5 ",14,23.43
98,"Birth of rare Arabian Leopard cub marks significant milestone in saving a critically endangered species.","text98",2,2,0,0,0,6.13625,"positive",4.9825,5.1575,"8 ",15,30.87
99,"BOSS REVOLUTION MONEY LAUNCHES DIRECT CASH-TO-WALLET TRANSFERS TO HAITI VIA MONCASH.","text99",0,0,0,0,0,6.12285714285714,"positive",5.16428571428571,6.06,"7 ",11,34.93
100,"Capstone Achieved Record Operating Cash Flow of $95 million in Q1 2021 and Is Now Debt Free.","text100",1,2,0,0,0.0588235294117647,6.36857142857143,"positive",4.99857142857143,5.67142857142857,"7 ",17,79.6
101,"Euronet s (EEFT) Ria Money  Nobel Financial Form Partnership.","text101",0,1,0,0,0.111111111111111,6.06,"positive",4.7475,5.985,"4 ",9,45.42
102,"Explainer Robinhood makes most of its money from PFOF What is it.","text102",0,0,0,0,0,6.595,"positive",5.265,6.27,"2 ",12,84.68
103,"How Banking with a Credit Union Can Save you Money.","text103",0,1,0,0,0.1,6.136,"positive",4.83,5.616,"5 ",10,86.71
104,"How much money should you have to buy your first home.","text104",0,0,0,0,0,7.1825,"positive",4.9575,6.5625,"4 ",11,102.61
105,"I m So Tempted to Dip Into the Money My Kids Inherited From Their Grandma.","text105",0,0,0,0,0,6.56,"positive",4.62666666666667,5.21666666666667,"6 ",15,64.71
106,"In San Antonio  you need this much money to be  rich.","text106",0,1,0,0,0.0909090909090909,6.46,"positive",5.78,6.07,"3 ",11,85.69
107,"In Texas  you need this much money to be  rich.","text107",0,1,0,0,0.1,6.46,"positive",5.78,6.07,"3 ",10,103.63
108,"Is the gig economy improving the lives of African women.","text108",0,1,0,0,0.1,6.075,"positive",4.86333333333333,5.49333333333333,"6 ",10,69.79
109,"Low on cash Here are 3 ways to diversify your investments when money is tight.","text109",0,0,0,0,0,6.01,"positive",4.658,5.122,"5 ",15,73.17
110,"Be ready to work for Labor Day bargains.","text110",0,1,0,0,0.125,6.084,"positive",4.512,5.858,"5 ",8,88.74
111,"Should you become your own boss.","text111",0,0,0,0,0,6.32,"positive",3.43,6.18,"1 ",6,99.23
112,"Money market funds see more inflows as banking reserves surge.","text112",0,0,0,0,0,6.10571428571429,"positive",4.64571428571429,5.76571428571429,"7 ",10,69.79
113,"The couple with differing financial priorities.","text113",0,0,0,0,0,5.845,"neutral",4.4025,5.455,"4 ",6,6.17
114,"New job Want to save money during 2021 open enrollment Look at these 6 benefits.","text114",0,2,0,0,0.133333333333333,6.53666666666667,"positive",4.59888888888889,5.78444444444444,"9 ",15,73.17
115,"NYC overpays FDNY EMTs and paramedics by $35 million  and now wants the money back.","text115",0,0,0,0,0,6.114,"positive",5.004,5.45,"5 ",15,81.63
116,"NYT Programs  Your 20-Day Money Challenge.","text116",1,0,0,0,-0.166666666666667,6.2275,"positive",4.9075,5.78,"4 ",6,56.93
117,"Celebrity slams space tourism and says billionaires should focus on saving Earth.","text117",1,1,0,0,0,6.10333333333333,"positive",4.71333333333333,5.72555555555556,"9 ",12,76.22
118,"Promising free money for the poor  investor enters NYC mayoral race.","text118",1,1,0,0,0,6.08714285714286,"positive",4.81428571428571,5.77142857142857,"7 ",11,68.77
119,"Delta Spending Habits and Marriage vs Mortgage.","text119",0,0,0,0,0,5.3775,"neutral",4.3125,5.2225,"4 ",7,81.29
120,"Midyear Money Check-in and Managing Finances Abroad.","text120",0,0,0,0,0,5.7925,"neutral",4.84,5.36,"4 ",7,64.37
121,"Sound Money Is A Prerequisite To Peace  Prosperity  And Freedom.","text121",0,4,0,0,0.4,7.224,"positive",5.324,6.582,"5 ",10,44.41
122,"Tesla money train enriches more than just CEO.","text122",0,1,0,0,0.125,6.73,"positive",5.455,6.02,"2 ",8,71.82
123,"Google s top searches of 2021.","text123",0,0,0,0,0,5.78,"neutral",4.09,5.625,"2 ",6,99.23
124,"Tiziana Life Sciences Interview to Air on Bloomberg Television US on the RedChip Money Report.","text124",0,0,0,0,0,6.20571428571429,"positive",4.98857142857143,6.09428571428571,"7 ",15,64.71
125,"To Become a Millionaire  I Had to Unlearn What My Chinese Parents Taught Me About Money.","text125",0,0,0,0,0,6.906,"positive",4.808,5.802,"5 ",16,72.16
126,"Twitter wants everybody on the platform to potentially make more money with  and for  them.","text126",0,0,0,0,0,6.0475,"positive",5,6.0875,"4 ",15,64.71
127,"US retail sales surge as holiday shopping starts  brightening economic outlook.","text127",0,2,0,0,0.181818181818182,6.055,"positive",4.625,5.89625,"8 ",11,43.39
128,"What motherhood taught me about money 8 moms weigh in.","text128",0,0,0,0,0,6.584,"positive",4.922,5.878,"5 ",10,86.71
129,"What the smart money is saying about Tesla.","text129",0,1,0,0,0.125,6.91333333333333,"positive",5.03333333333333,6.67,"3 ",8,80.28
130,"Wintrust Commercial Banking creates new Money Service Exchange Group.","text130",0,0,0,0,0,6.34125,"positive",4.75875,5.40375,"8 ",9,36.96
131,"Wise revenue gains 25% in Q2 as money transfer customers jump.","text131",0,1,0,0,0.0909090909090909,6.43,"positive",4.59857142857143,6.15142857142857,"7 ",11,77.23
132,"5 Best Debt Settlement Companies for Debt Relief in 2022.","text132",2,2,0,0,0,4.368,"neutral",4.586,4.598,"5 ",10,69.79
133,"A Confused Wall Street Reacts To Evergrande s Debt Payment.","text133",2,0,0,0,-0.2,4.25,"neutral",4.41333333333333,4.79666666666667,"6 ",10,69.79
134,"Analysis Turkey and UAE rein in dispute that fuelled conflict and hurt economy.","text134",3,0,0,0,-0.230769230769231,3.9625,"negative",4.24,4.7475,"8 ",13,58.28
135,"As Americans spend  credit card debt is ticking back up.","text135",1,0,0,0,-0.1,4.36166666666667,"neutral",3.97833333333333,4.74833333333333,"6 ",10,78.25
136,"Asia stocks slip as China s economy stumbles.","text136",1,0,0,0,-0.125,4.3075,"neutral",4.57,4.1975,"4 ",8,71.82
137,"BoE s CEO says he is  very uneasy  about inflation.","text137",1,0,0,0,-0.1,3.89333333333333,"negative",4.47,4.9,"3 ",10,86.71
138,"Brazil federal debt falls in April  Treasury revises public financing needs.","text138",1,0,0,0,-0.0909090909090909,4.39142857142857,"neutral",4.20714285714286,4.61285714285714,"7 ",11,51.85
139,"Toronto stocks up on easing worries over US debt ceiling.","text139",2,1,0,0,-0.1,4.218,"neutral",4.192,4.616,"5 ",10,78.25
140,"Congress raising the debt ceiling is suddenly a problem for Republicans.","text140",2,0,0,0,-0.181818181818182,4.315,"neutral",4.21833333333333,4.68833333333333,"6 ",11,43.39
141,"Debt Ceiling Kink Shifts To December As Bonds Now Brace For Dec 15 Drop Dead Date.","text141",2,0,0,0,-0.125,4.4825,"neutral",4.26375,4.57875,"8 ",16,89.08
142,"Debt limit appears defused (for now).","text142",2,0,0,0,-0.333333333333333,3.91,"negative",4.48666666666667,4.48,"3 ",6,73.85
143,"Defense Secretary warns debt ceiling lapse could mean no paychecks for troops.","text143",3,0,0,0,-0.25,4.05555555555556,"neutral",4.32111111111111,4.75,"9 ",12,76.22
144,"Democrats set up showdown with GOP by attaching debt limit to bill to avert government shutdown.","text144",3,0,0,0,-0.1875,4.281,"neutral",4.262,4.696,"10",16,72.16
145,"Distraction As Policy While Our Economic Rome Burns.","text145",2,0,0,0,-0.25,4.1625,"neutral",4.065,4.555,"4 ",8,46.44
146,"Doctor wipes out $650 000 in medical debt for cancer patients.","text146",3,0,0,0,-0.272727272727273,4.38166666666667,"neutral",4.24666666666667,4.29666666666667,"6 ",11,68.77
147,"Economic crisis  severe shortages make Lebanon  unlivable.","text147",3,0,0,0,-0.428571428571429,4.016,"neutral",4.546,4.32,"5 ",7,30.53
148,"President Files Criminal Complaints Against Economists Criticizing His Insane Money Rescue Plan.","text148",5,1,0,0,-0.333333333333333,4.642,"neutral",4.685,4.833,"10",12,17
149,"Evergrande founder sells 9% stake for $344 mln amid debt crunch.","text149",1,0,0,0,-0.0909090909090909,4.46,"neutral",4.332,4.96,"5 ",11,94.15
150,"Fed eyes trouble in commercial real estate  corporate debt in 2021 stress tests.","text150",3,0,0,0,-0.230769230769231,4.33111111111111,"neutral",4.57333333333333,4.69444444444444,"9 ",13,66.74
151,"Federal Reserve Chair downplays delta variant s threat to the economy.","text151",1,0,0,0,-0.0909090909090909,4.44333333333333,"neutral",4.44666666666667,4.585,"6 ",11,60.31
152,"Former WA auditor reports to jail for tax fraud conviction.","text152",3,0,0,0,-0.3,3.14666666666667,"negative",4.34333333333333,4.36666666666667,"6 ",10,61.33
153,"House passes bill to avert shutdown and suspend debt limit though Senate passage is unlikely.","text153",4,0,0,0,-0.266666666666667,4.42454545454546,"neutral",4.06909090909091,4.77545454545455,"11",15,64.71
154,"Congressman House will vote to avoid debt default  shutdown next week.","text154",3,0,0,1,-0.272727272727273,4.39875,"neutral",4.22,5.09,"8 ",11,77.23
155,"Inflation - Will It Or Won t It.","text155",0,1,0,0,0.142857142857143,2.91,"negative",4.5,4,"1 ",7,89.75
156,"Infrastructure  debt and trillions in spending Where Congress stands on key deadlines.","text156",1,0,0,0,-0.0833333333333333,4.45285714285714,"neutral",4.51857142857143,4.99142857142857,"7 ",12,59.3
157,"James Hardie Industries Announces Debt Reduction.","text157",1,1,0,0,0,4.385,"neutral",4.2075,4.7725,"4 ",6,48.47
158,"Just How Transitory Is Inflation.","text158",0,0,0,0,0,2.91,"negative",4.5,4,"1 ",5,32.56
159,"Chaos  the weatherman and inflation.","text159",1,0,0,0,-0.2,3.46,"negative",4.56666666666667,4.06333333333333,"3 ",5,49.48
160,"The ECB s inflation conundrum.","text160",0,0,0,0,0,3.43,"negative",3.885,3.98,"2 ",5,49.48
161,"Medical debt was cut nearly in half in states that expanded Medicaid.","text161",1,0,0,0,-0.0833333333333333,4.43,"neutral",4.328,4.712,"5 ",12,59.3
162,"NYC taxi drivers stage hunger strike as medallion debt crisis intensifies.","text162",2,0,0,0,-0.181818181818182,4.12,"neutral",4.56125,4.25625,"8 ",11,68.77
163,"Oil prices slip as economic fears offset tightening crude supplies.","text163",2,0,0,0,-0.2,4.37222222222222,"neutral",4.40333333333333,4.55555555555556,"9 ",10,61.33
164,"Analyst Blasts Jerome Powell s Bad Economics.","text164",2,0,0,0,-0.285714285714286,4.4725,"neutral",4.075,4.205,"4 ",7,55.91
165,"Analyst Breaks Down The Inflation Tax.","text165",0,0,0,0,0,4.0025,"neutral",4.2425,4.0775,"4 ",6,56.93
166,"Analyst Fake Economic Growth And Stealthy Government Default.","text166",2,0,0,0,-0.25,4.44333333333333,"neutral",4.21333333333333,4.54833333333333,"6 ",8,37.98
167,"Rental Policy Shock 750 000 Households Are About To Be Evicted - What Happens To The Economy.","text167",2,0,0,0,-0.125,4.38428571428571,"neutral",4.34571428571429,5.38428571428571,"7 ",16,72.16
168,"S&P 500  Dow gain amid inflation concerns  debt ceiling debate.","text168",1,0,0,0,-0.1,4.35833333333333,"neutral",4.51166666666667,5.2,"6 ",10,69.79
169,"Shocking Miss The US Economy Added Just 266 000 Jobs in April  Unemployment Ticks Up.","text169",1,0,0,0,-0.0666666666666667,4.23,"neutral",4.56142857142857,4.45714285714286,"7 ",15,73.17
170,"Shortages  inflation and slow growth fog UK economy.","text170",2,0,0,0,-0.25,4.325,"neutral",4.175,4.49833333333333,"6 ",8,63.36
171,"Sluggish UK economy falls behind the G7 pack again.","text171",1,0,0,0,-0.111111111111111,4.2825,"neutral",4.215,4.635,"4 ",9,79.26
172,"Stocks Pressured After Fitch Warns Debt Ceiling Brinksmanship Threatens US AAA Rating.","text172",3,0,0,0,-0.25,4.07714285714286,"neutral",4.59,4.68857142857143,"7 ",12,59.3
173,"Stocks Pump n Dump As Crypto Slumps Ahead Of Taper-Talk  Debt-Ceiling Doubts.","text173",4,0,0,0,-0.333333333333333,4.305,"neutral",3.96875,4.71375,"8 ",12,84.68
174,"Stocks Stumble For 2nd Straight Week Amid Debt Ceiling Doubts  FOMC Fears  & Gamma Unclench.","text174",4,0,0,0,-0.285714285714286,4.29125,"neutral",4.4425,4.27625,"8 ",14,82.65
